BDPID,NATID,ISDEL,CRTBY,CRTDT,CRTTM,CHNBY,CHNDT,CHNTM
8,49,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
9,49,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
10,49,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
16,49,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
1,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
2,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
3,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
4,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
5,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
6,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
7,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
8,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
9,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
10,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
11,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
12,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
13,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
14,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
15,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
17,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
18,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
20,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
21,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
22,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
23,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
24,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
25,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
26,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
27,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
28,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
29,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
30,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
31,50,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
1,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
3,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
4,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
6,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
7,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
10,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
14,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
15,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
16,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
17,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
18,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
20,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
21,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
22,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
23,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
26,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
28,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
29,51,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
2,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
3,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
4,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
5,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
6,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
8,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
9,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
10,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
11,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
12,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
13,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
19,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
20,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
21,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
23,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
24,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
25,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
28,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
29,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
30,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
31,52,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
1,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
2,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
3,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
4,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
5,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
6,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
7,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
8,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
9,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
10,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
11,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
12,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
13,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
14,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
15,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
16,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
18,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
19,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
20,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
21,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
22,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
23,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
24,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
25,53,0,DB_SLS1220,08.09.2023,08:26:30,DB_SLS1220,08.09.2023,08:26:30
27,53,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
28,53,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
29,53,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
30,53,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
31,53,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
7,54,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
22,54,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
1,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
2,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
3,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
6,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
7,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
8,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
9,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
10,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
12,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
13,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
14,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
15,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
16,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
17,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
18,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
19,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
20,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
21,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
22,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
23,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
24,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
25,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
26,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
27,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
28,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
29,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
30,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
31,55,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
17,56,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
18,56,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
20,57,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
1,58,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
10,58,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
1,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
2,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
3,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
4,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
5,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
6,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
7,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
8,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
9,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
10,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
11,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
12,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
13,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
14,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
15,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
16,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
17,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
18,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
19,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
20,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
21,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
22,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
23,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
24,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
25,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
26,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
27,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
28,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
29,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
30,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
31,59,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
1,60,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
10,60,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
14,60,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
27,60,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
1,61,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
14,61,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
16,61,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
14,62,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
1,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
2,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
3,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
4,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
5,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
6,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
7,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
8,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
9,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
10,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
11,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
12,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
13,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
14,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
15,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
16,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
17,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
18,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
19,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
20,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
21,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
22,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
23,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
24,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
25,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
26,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
27,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
28,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
29,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
30,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
31,63,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
14,64,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
14,65,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
14,66,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
15,67,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
15,68,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
15,69,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
27,70,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
22,71,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
27,73,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
10,74,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
11,74,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
11,75,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
11,76,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
14,77,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
1,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
2,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
3,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
4,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
5,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
6,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
7,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
8,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
9,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
10,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
11,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
12,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
13,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
15,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
16,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
18,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
19,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
20,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
21,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
22,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
23,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
24,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
25,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
26,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
27,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
28,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
29,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
30,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
31,78,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
9,79,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
9,80,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
11,81,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
11,82,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
16,83,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
16,84,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
26,85,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
16,87,0,DB_SLS1220,08.09.2023,08:26:31,DB_SLS1220,08.09.2023,08:26:31
